,Unnamed: 0,user_id,business_id,rating,date,categories
273256,7270232,ay4M5J28kBUf0odOQct0BA,xAboCt1b_NoMjzTPOGPM8g,4,2012-11-09 6:42,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
274728,7309257,OLmROcXVvkfNiPGNAW2mVA,xAboCt1b_NoMjzTPOGPM8g,4,2016-01-06 15:07,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
275488,7330407,jZrbuGRk92uWTu5kHbnDXQ,xAboCt1b_NoMjzTPOGPM8g,3,2015-02-05 23:13,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
275871,7340812,iAidihH3s5mRQaT30iG60A,xAboCt1b_NoMjzTPOGPM8g,2,2016-02-01 0:30,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
276178,7348894,WHmabbfgdSW-JrOU9ePMrA,xAboCt1b_NoMjzTPOGPM8g,4,2012-04-05 23:39,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
276218,7350198,jRYnPYhfI8YQ5Eo9cyt_bQ,xAboCt1b_NoMjzTPOGPM8g,1,2017-01-19 0:24,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
276911,7368932,4CCWdV_qEwhHDglxrXpaAw,xAboCt1b_NoMjzTPOGPM8g,2,2015-03-23 17:14,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
277262,7377903,_oCiEDUZqu91P0Tzdl_wMA,xAboCt1b_NoMjzTPOGPM8g,3,2016-02-27 6:03,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
277274,7378195,AnYuEz1BGwCr8eRHI5O9Pw,xAboCt1b_NoMjzTPOGPM8g,3,2012-09-16 20:40,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
277428,7382071,k9xapkztn8G9dQtnLmI4PQ,xAboCt1b_NoMjzTPOGPM8g,3,2015-12-26 0:14,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
277756,7391268,Ko4y7jIissMR8ZGQlMdpaA,xAboCt1b_NoMjzTPOGPM8g,2,2016-01-22 18:31,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
277953,7396613,ZprxhnoAmsEfq_cZPIwPMA,xAboCt1b_NoMjzTPOGPM8g,1,2012-05-06 18:01,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
278158,7402040,qetigdWk9bNiQeq5uCUe_g,xAboCt1b_NoMjzTPOGPM8g,4,2015-05-02 1:22,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
278737,7417932,wxaAnhOsEpXj-kK7qBdMSA,xAboCt1b_NoMjzTPOGPM8g,5,2012-06-06 7:39,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
279452,7437412,jZrbuGRk92uWTu5kHbnDXQ,xAboCt1b_NoMjzTPOGPM8g,3,2015-01-10 22:37,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
281206,7484315,kxz6Q2AERQeo9x6nnbHZNg,xAboCt1b_NoMjzTPOGPM8g,3,2013-06-06 19:57,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
281366,7488286,fHIXbk10E80p6d0sQtNvHw,xAboCt1b_NoMjzTPOGPM8g,5,2017-10-07 4:51,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
281548,7492757,V7G0haS6Yf5imaJ6iDCw6w,xAboCt1b_NoMjzTPOGPM8g,4,2018-07-30 10:01,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
281755,7497635,Sviukvc67DzY9OpHNn0xLg,xAboCt1b_NoMjzTPOGPM8g,4,2013-06-07 19:44,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
281881,7500558,pR7D2iviWcPvZ_Zk1tJeJg,xAboCt1b_NoMjzTPOGPM8g,3,2018-08-09 14:18,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
282412,7514609,1oqy-mgjSU8hOvkUkCLC7w,xAboCt1b_NoMjzTPOGPM8g,4,2013-04-26 4:05,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
282479,7516381,JW_w3IPPU_lnurA1TEF1Dg,xAboCt1b_NoMjzTPOGPM8g,1,2017-10-09 16:24,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
282610,7519886,a1zOaKqjZ630MzRtxkdWHQ,xAboCt1b_NoMjzTPOGPM8g,4,2016-01-10 0:37,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
283439,7542305,Rp-cSUHm-EKBxgBS73PNNg,xAboCt1b_NoMjzTPOGPM8g,5,2018-05-25 13:03,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
283964,7556071,jZrbuGRk92uWTu5kHbnDXQ,xAboCt1b_NoMjzTPOGPM8g,3,2015-02-12 2:02,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
283980,7556309,Fc-YiujQDaArpYpOgys04w,xAboCt1b_NoMjzTPOGPM8g,3,2017-05-23 23:50,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
284624,7572253,ZtuZsGLgkxlFg9B2Nuk5rw,xAboCt1b_NoMjzTPOGPM8g,4,2013-04-26 0:28,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
285105,7584321,F9zPa0WSsG7sPQf3k7R52A,xAboCt1b_NoMjzTPOGPM8g,1,2017-04-03 1:47,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
285258,7588172,rRgN9TG53CsinjdMDE-6mQ,xAboCt1b_NoMjzTPOGPM8g,5,2016-04-21 19:41,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
285730,7601329,A8JQMM-1RSbezLNzxCkW1w,xAboCt1b_NoMjzTPOGPM8g,4,2016-02-16 14:21,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
285973,7608122,RBq5U9Wpw7odo9Iy8ajKgg,xAboCt1b_NoMjzTPOGPM8g,2,2015-07-24 18:27,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
286079,7611096,dGx3ECvJ3rz_isz1U5LJJA,xAboCt1b_NoMjzTPOGPM8g,5,2016-03-25 16:31,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
286175,7613399,V4TPbscN8JsFbEFiwOVBKw,xAboCt1b_NoMjzTPOGPM8g,4,2012-11-26 1:35,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
286509,7622263,xVV86BToDOQGxE1gt9MMvg,xAboCt1b_NoMjzTPOGPM8g,4,2015-09-22 17:48,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
287260,7641705,d6Cx5CFcWmUc60W_UO3WXw,xAboCt1b_NoMjzTPOGPM8g,3,2017-05-23 18:30,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
287855,7658525,G-9ujgKmc1J2k7HSqXszsw,xAboCt1b_NoMjzTPOGPM8g,3,2015-05-11 2:23,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
288413,7673762,UXGkwdRX6-Vu0QGwOJealg,xAboCt1b_NoMjzTPOGPM8g,3,2017-05-12 0:47,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
288681,7681336,0LMHrFTQtUoY42AZl1MH6g,xAboCt1b_NoMjzTPOGPM8g,5,2014-10-18 15:31,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
288923,7687615,45wbgvO6XSvaU0mf6ryMzg,xAboCt1b_NoMjzTPOGPM8g,4,2014-05-06 23:28,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
289381,7699820,ptojgtC68cA31QgNkuRSKg,xAboCt1b_NoMjzTPOGPM8g,4,2013-01-20 22:47,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
289563,7704578,EKUROEqCz3OePMgEpf6xgQ,xAboCt1b_NoMjzTPOGPM8g,3,2014-04-10 16:00,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
290246,7722287,m-2OHy6aP26oefPIiiTocg,xAboCt1b_NoMjzTPOGPM8g,5,2012-12-31 16:07,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
290600,7731674,3GNk1KBr_1v-tywY04sE5Q,xAboCt1b_NoMjzTPOGPM8g,3,2014-01-15 16:19,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
290645,7732713,UXGkwdRX6-Vu0QGwOJealg,xAboCt1b_NoMjzTPOGPM8g,4,2017-04-16 23:53,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
291254,7749310,9ndBa7F2egqpiMy_e8ysJg,xAboCt1b_NoMjzTPOGPM8g,4,2014-06-05 22:52,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
291319,7750541,wxaAnhOsEpXj-kK7qBdMSA,xAboCt1b_NoMjzTPOGPM8g,4,2012-04-20 5:18,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
292231,7773716,jG7130OQWiftvHhtyabsog,xAboCt1b_NoMjzTPOGPM8g,3,2016-01-27 19:54,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
292279,7775143,214EGtyc7nPksGohJxdgkA,xAboCt1b_NoMjzTPOGPM8g,3,2013-01-22 23:51,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
292466,7780263,Lc2i21HaIvvjh3cL-CTmiQ,xAboCt1b_NoMjzTPOGPM8g,1,2013-04-21 17:25,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
292717,7787787,jqptSSeMjVxsGfRtuirOuQ,xAboCt1b_NoMjzTPOGPM8g,5,2016-05-29 7:32,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
292794,7789975,dIDGqeKwxD5ZgFD7UPfu1w,xAboCt1b_NoMjzTPOGPM8g,3,2013-05-01 11:06,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
294028,7831730,_ukkVPzsOoD5ndnZxuEwbw,xAboCt1b_NoMjzTPOGPM8g,3,2019-09-27 18:02,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
294043,7832302,fEElH8y0NX6ekcjpDnEeAQ,xAboCt1b_NoMjzTPOGPM8g,3,2017-11-13 22:42,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
294329,7842641,#NAME?,xAboCt1b_NoMjzTPOGPM8g,5,2018-01-19 1:19,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
294641,7854300,5AKt52TW50eWHk9Ia03uzg,xAboCt1b_NoMjzTPOGPM8g,4,2017-07-21 14:23,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
295168,7874183,_h90DPyhfp5048wR9eF92w,xAboCt1b_NoMjzTPOGPM8g,2,2014-11-10 0:34,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
295354,7880343,Ko4y7jIissMR8ZGQlMdpaA,xAboCt1b_NoMjzTPOGPM8g,4,2015-12-29 18:56,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
296061,7906750,7RCz4Ln_FaTvNrdwe251Dg,xAboCt1b_NoMjzTPOGPM8g,4,2016-02-29 4:50,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
297621,7963925,GZODRhmi-uUWKmWntTXujw,xAboCt1b_NoMjzTPOGPM8g,3,2019-04-07 21:19,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
297775,7970141,EApzjWbLY-s0VKh5BwcR6Q,xAboCt1b_NoMjzTPOGPM8g,3,2014-09-24 13:57,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
297994,7978452,bJTKxBIvb_AR8d4SuLPV8g,xAboCt1b_NoMjzTPOGPM8g,3,2015-01-12 17:12,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
298115,7982330,u2oqU4liaK1XPDcjpryX5g,xAboCt1b_NoMjzTPOGPM8g,4,2015-11-14 14:16,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
298188,7985576,IqRjdp38JwVj_XSMgxTO9A,xAboCt1b_NoMjzTPOGPM8g,3,2019-05-07 2:11,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
298382,7992335,AOzIP6kLC51vmZMzT6WW7g,xAboCt1b_NoMjzTPOGPM8g,2,2019-11-25 15:54,"['Burgers', 'American (Traditional)', 'Beer', 'Wine & Spirits']"
272409,7248278,d22GmnwhyRBoHsEk5K2P4A,H5M7VSequiTztXXdQLcEEQ,4,2013-05-31 0:47,"['Burgers', 'American (Traditional)', 'Diners']"
272590,7252850,bbK1mL-AyYCHZncDQ_4RgA,H5M7VSequiTztXXdQLcEEQ,1,2009-05-29 3:12,"['Burgers', 'American (Traditional)', 'Diners']"
273301,7271368,yH7yKf0U26kocSzdN7nXnQ,H5M7VSequiTztXXdQLcEEQ,5,2012-03-05 3:29,"['Burgers', 'American (Traditional)', 'Diners']"
273309,7271526,0xZNnAkVB8usIG6kT8RxoA,H5M7VSequiTztXXdQLcEEQ,2,2010-11-29 3:47,"['Burgers', 'American (Traditional)', 'Diners']"
273757,7283432,LKKauMX5hI7Xl0d5YDSGTg,H5M7VSequiTztXXdQLcEEQ,3,2011-10-29 4:02,"['Burgers', 'American (Traditional)', 'Diners']"
274229,7295883,#NAME?,H5M7VSequiTztXXdQLcEEQ,5,2014-09-27 3:03,"['Burgers', 'American (Traditional)', 'Diners']"
275919,7342084,VfsuriHOXymvFhum_pBzOw,H5M7VSequiTztXXdQLcEEQ,1,2013-02-01 20:31,"['Burgers', 'American (Traditional)', 'Diners']"
276000,7344019,K3L_-dUzCKe4rnVQXU1bcg,H5M7VSequiTztXXdQLcEEQ,4,2016-01-20 2:47,"['Burgers', 'American (Traditional)', 'Diners']"
276123,7347588,2vJ2e51kdbdAmAo_HTr4KQ,H5M7VSequiTztXXdQLcEEQ,4,2012-01-06 15:38,"['Burgers', 'American (Traditional)', 'Diners']"
276291,7352091,YDAL4CBJcp3xrYgAGVGgaQ,H5M7VSequiTztXXdQLcEEQ,4,2011-09-28 3:41,"['Burgers', 'American (Traditional)', 'Diners']"
276564,7358969,yVI5J7NGd_WtavM20dBBQw,H5M7VSequiTztXXdQLcEEQ,4,2014-07-31 1:12,"['Burgers', 'American (Traditional)', 'Diners']"
277031,7371578,LmWO_u9v7e1vMJlNykjUoA,H5M7VSequiTztXXdQLcEEQ,4,2012-01-11 16:11,"['Burgers', 'American (Traditional)', 'Diners']"
277707,7389568,uMKz_DVVW5RNdrzZ7nBZzg,H5M7VSequiTztXXdQLcEEQ,2,2012-05-04 14:27,"['Burgers', 'American (Traditional)', 'Diners']"
278312,7406356,RGRdhX8L11KbDB-NxoXAHQ,H5M7VSequiTztXXdQLcEEQ,3,2012-10-19 2:54,"['Burgers', 'American (Traditional)', 'Diners']"
279068,7427041,E-rm5ng9XW5J3siZzBtHLw,H5M7VSequiTztXXdQLcEEQ,3,2009-08-30 13:42,"['Burgers', 'American (Traditional)', 'Diners']"
279711,7444575,5R7fhUBpYo57UIySqVkg9g,H5M7VSequiTztXXdQLcEEQ,1,2011-01-21 2:03,"['Burgers', 'American (Traditional)', 'Diners']"
279863,7448412,WnDuJbLhJkLo1I_--63vFw,H5M7VSequiTztXXdQLcEEQ,2,2011-11-13 10:34,"['Burgers', 'American (Traditional)', 'Diners']"
281554,7493023,PsR0t-HLgncEZ1jHmEnaEg,H5M7VSequiTztXXdQLcEEQ,2,2015-02-07 21:41,"['Burgers', 'American (Traditional)', 'Diners']"
281576,7493703,Vc0SrTF60u0uAI1OgGSPsw,H5M7VSequiTztXXdQLcEEQ,1,2011-05-08 6:21,"['Burgers', 'American (Traditional)', 'Diners']"
281624,7494817,9WQWL5J4W-XsnoAdvJ5jfQ,H5M7VSequiTztXXdQLcEEQ,1,2012-10-20 23:15,"['Burgers', 'American (Traditional)', 'Diners']"
282027,7504365,nYn04MRlJwUhMy3p4iH3ow,H5M7VSequiTztXXdQLcEEQ,3,2013-11-25 8:25,"['Burgers', 'American (Traditional)', 'Diners']"
282398,7514294,MnitC7BTSwUcCMSK40QkOQ,H5M7VSequiTztXXdQLcEEQ,2,2014-02-15 21:35,"['Burgers', 'American (Traditional)', 'Diners']"
283471,7543300,6ymZbkJ7vt8eGHA7bHlONg,H5M7VSequiTztXXdQLcEEQ,1,2009-11-28 18:41,"['Burgers', 'American (Traditional)', 'Diners']"
284935,7580059,1pic7w8rRsVO5GJ_qUw0tg,H5M7VSequiTztXXdQLcEEQ,3,2015-01-03 5:02,"['Burgers', 'American (Traditional)', 'Diners']"
285580,7596564,vbEQQlyFLShoFjqKen0mOg,H5M7VSequiTztXXdQLcEEQ,5,2017-02-28 10:56,"['Burgers', 'American (Traditional)', 'Diners']"
285662,7598923,PRvh9EgtKaHEWRbcHdnEhw,H5M7VSequiTztXXdQLcEEQ,1,2014-01-13 19:06,"['Burgers', 'American (Traditional)', 'Diners']"
285851,7604618,F31XylBybmUkkIumFJXWkQ,H5M7VSequiTztXXdQLcEEQ,2,2015-03-13 8:08,"['Burgers', 'American (Traditional)', 'Diners']"
285865,7604952,tX4d5ktzse4TPxNOds4VCw,H5M7VSequiTztXXdQLcEEQ,2,2013-01-17 22:15,"['Burgers', 'American (Traditional)', 'Diners']"
286338,7617893,#NAME?,H5M7VSequiTztXXdQLcEEQ,4,2011-05-22 15:09,"['Burgers', 'American (Traditional)', 'Diners']"
287263,7641763,oe49Iydp8Ma7xwwBsBpMpg,H5M7VSequiTztXXdQLcEEQ,1,2014-12-16 2:22,"['Burgers', 'American (Traditional)', 'Diners']"
288439,7674436,CWofcf6E3flx9dTaLS7UCw,H5M7VSequiTztXXdQLcEEQ,3,2012-02-23 3:39,"['Burgers', 'American (Traditional)', 'Diners']"
288459,7674889,5gwPfKDIUC1Lx6YXnYQzEQ,H5M7VSequiTztXXdQLcEEQ,2,2014-02-01 4:47,"['Burgers', 'American (Traditional)', 'Diners']"
288952,7688711,Jux8k0yYKSw-v6XWJRqfsA,H5M7VSequiTztXXdQLcEEQ,4,2011-10-23 22:29,"['Burgers', 'American (Traditional)', 'Diners']"
289365,7699475,2wlff1JIXShUQJ7_m1HXkQ,H5M7VSequiTztXXdQLcEEQ,3,2012-01-24 8:51,"['Burgers', 'American (Traditional)', 'Diners']"
290130,7719480,ax62Iz4je0jkUPhQGg_IBw,H5M7VSequiTztXXdQLcEEQ,1,2012-01-30 18:26,"['Burgers', 'American (Traditional)', 'Diners']"
290227,7721794,vTlPTB_62mKtg8ktmcKBaA,H5M7VSequiTztXXdQLcEEQ,2,2010-05-06 3:29,"['Burgers', 'American (Traditional)', 'Diners']"
290402,7726107,J4l4Rn13-3Hjb_J-Ntgd9g,H5M7VSequiTztXXdQLcEEQ,3,2014-01-12 7:22,"['Burgers', 'American (Traditional)', 'Diners']"
292946,7794270,yKrMdnTdSGxqqoD9c0OynQ,H5M7VSequiTztXXdQLcEEQ,1,2014-07-12 21:52,"['Burgers', 'American (Traditional)', 'Diners']"
297161,7946727,P8-If1ovAe5ds9imhPGBAw,H5M7VSequiTztXXdQLcEEQ,1,2014-01-26 18:57,"['Burgers', 'American (Traditional)', 'Diners']"
235335,6441219,aHkn3tnOEyA1grHpcDZEew,OAE8lSfTKJdA7s1zm-jDbg,4,2018-03-04 2:43,"['Burgers', 'American (Traditional)', 'Fast Food']"
238956,6507822,8n5b89oDlA5o4lTTXHpTsQ,OAE8lSfTKJdA7s1zm-jDbg,4,2015-06-24 13:39,"['Burgers', 'American (Traditional)', 'Fast Food']"
239837,6523041,oJ7EfmC_k-hc1qt3sPAH8w,OAE8lSfTKJdA7s1zm-jDbg,5,2016-10-17 0:27,"['Burgers', 'American (Traditional)', 'Fast Food']"
240243,6531003,Y1zzn6_oMo6RXl9rlwy6Iw,OAE8lSfTKJdA7s1zm-jDbg,4,2013-08-09 18:18,"['Burgers', 'American (Traditional)', 'Fast Food']"
241771,6558028,ouBabHrFc95KNXldoqeIsw,OAE8lSfTKJdA7s1zm-jDbg,5,2016-01-20 8:49,"['Burgers', 'American (Traditional)', 'Fast Food']"
244900,6618886,MMYc3IKjj3CfBMx57DrQEw,OAE8lSfTKJdA7s1zm-jDbg,5,2014-08-31 15:10,"['Burgers', 'American (Traditional)', 'Fast Food']"
245244,6625330,9E2FcvChcPPv1dgOx3k_NA,OAE8lSfTKJdA7s1zm-jDbg,2,2017-01-21 20:22,"['Burgers', 'American (Traditional)', 'Fast Food']"
245856,6637222,wkSdo0bE6cXGuDR7VpZ9Ww,OAE8lSfTKJdA7s1zm-jDbg,4,2016-02-16 23:49,"['Burgers', 'American (Traditional)', 'Fast Food']"
247248,6663833,Utz_NWi-7a6kKwxL_xGUiQ,OAE8lSfTKJdA7s1zm-jDbg,3,2014-02-16 18:27,"['Burgers', 'American (Traditional)', 'Fast Food']"
247460,6667294,F54mSpDDjxr05Cb66cAKxw,OAE8lSfTKJdA7s1zm-jDbg,3,2011-12-10 17:43,"['Burgers', 'American (Traditional)', 'Fast Food']"
249450,6703521,g7Idz1vuQDhvWjPt8y8lAA,OAE8lSfTKJdA7s1zm-jDbg,1,2015-07-08 20:54,"['Burgers', 'American (Traditional)', 'Fast Food']"
254160,6792313,J9-nPuzwd6KS6J5i1yM-ow,OAE8lSfTKJdA7s1zm-jDbg,1,2017-03-26 1:28,"['Burgers', 'American (Traditional)', 'Fast Food']"
261840,6945304,vj2RoqU4nRFG0YLbTG4etw,OAE8lSfTKJdA7s1zm-jDbg,4,2016-10-13 16:14,"['Burgers', 'American (Traditional)', 'Fast Food']"
271967,7235903,4bxhIKz9ePWqD93UkEjnbg,GEw0gKy93o1Jje2WxApL9g,4,2017-07-19 14:36,"['Burgers', 'American (Traditional)', 'Fast Food']"
284006,7557035,vbEQQlyFLShoFjqKen0mOg,GEw0gKy93o1Jje2WxApL9g,5,2017-02-08 13:58,"['Burgers', 'American (Traditional)', 'Fast Food']"
288921,7687591,0uiNKu8pN8o5xQrKjhQpfA,GEw0gKy93o1Jje2WxApL9g,5,2017-10-01 1:00,"['Burgers', 'American (Traditional)', 'Fast Food']"
289947,7714961,0LMHrFTQtUoY42AZl1MH6g,GEw0gKy93o1Jje2WxApL9g,3,2014-03-14 11:06,"['Burgers', 'American (Traditional)', 'Fast Food']"
292180,7772588,aR6vaoYj_SuTmz7EZLe41g,GEw0gKy93o1Jje2WxApL9g,4,2016-11-08 17:26,"['Burgers', 'American (Traditional)', 'Fast Food']"
295576,7889070,4UU56-ymTMQcHhHKkQa-_Q,GEw0gKy93o1Jje2WxApL9g,1,2018-02-23 16:59,"['Burgers', 'American (Traditional)', 'Fast Food']"
297536,7960888,vbEQQlyFLShoFjqKen0mOg,GEw0gKy93o1Jje2WxApL9g,5,2017-02-28 21:31,"['Burgers', 'American (Traditional)', 'Fast Food']"
298426,7993896,GZODRhmi-uUWKmWntTXujw,GEw0gKy93o1Jje2WxApL9g,5,2019-01-28 20:15,"['Burgers', 'American (Traditional)', 'Fast Food']"
29059,860867,fq-3XQ3js32rRqTBBr4i_A,2Mnz482BN5VFpJ9vcY84KQ,3,2017-09-21 15:56,"['Burgers', 'American (Traditional)', 'Pubs', 'Bars', 'Nightlife']"
32480,943588,w52SPjAOyKznO-L-vkwaew,2Mnz482BN5VFpJ9vcY84KQ,4,2017-10-07 16:54,"['Burgers', 'American (Traditional)', 'Pubs', 'Bars', 'Nightlife']"
33901,979056,eq8AqFaTMBL4GmAYf1vUeQ,2Mnz482BN5VFpJ9vcY84KQ,4,2018-03-23 3:06,"['Burgers', 'American (Traditional)', 'Pubs', 'Bars', 'Nightlife']"
47935,1330702,EApzjWbLY-s0VKh5BwcR6Q,2Mnz482BN5VFpJ9vcY84KQ,4,2018-08-13 2:50,"['Burgers', 'American (Traditional)', 'Pubs', 'Bars', 'Nightlife']"
181451,4997447,MrSiwcX3gKm3kaXzgZq0pA,uATd3sAvreK_x7VuOSWiqQ,1,2015-01-22 13:59,"['Burgers', 'American (Traditional)']"
184721,5067383,75VfvB-Ty9LUB-0IhWGBow,uATd3sAvreK_x7VuOSWiqQ,4,2014-08-17 13:56,"['Burgers', 'American (Traditional)']"
188344,5145490,1bgWnqxHdMCIvmuRcJWKIA,uATd3sAvreK_x7VuOSWiqQ,3,2014-09-02 16:46,"['Burgers', 'American (Traditional)']"
163496,4491714,I4eBZixB6oMmyCCR0EChgA,jrkzgoLCvk_IRw5e-3Zyrw,4,2018-10-25 3:03,"['Burgers', 'Asian Fusion', 'Chicken Shop', 'Chicken Wings', 'Korean', 'Fast Food']"
165473,4545908,Tnn_sY9W24ho4Kw9uwuK6A,jrkzgoLCvk_IRw5e-3Zyrw,5,2019-01-31 0:31,"['Burgers', 'Asian Fusion', 'Chicken Shop', 'Chicken Wings', 'Korean', 'Fast Food']"
166430,4572247,Tnn_sY9W24ho4Kw9uwuK6A,jrkzgoLCvk_IRw5e-3Zyrw,5,2018-10-25 13:27,"['Burgers', 'Asian Fusion', 'Chicken Shop', 'Chicken Wings', 'Korean', 'Fast Food']"
166953,4587040,Gd8-kFFRp9_YIKHjs1JBAQ,jrkzgoLCvk_IRw5e-3Zyrw,4,2018-09-17 23:47,"['Burgers', 'Asian Fusion', 'Chicken Shop', 'Chicken Wings', 'Korean', 'Fast Food']"
